,FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,TP,CL,CF,SF,FA
12850,8025090,1SPI,A:6-358,P22418,63-415,8037469,1SPI,A:6-358,P22418,63-415,1,1000003,2001057,3001721,4002766
12851,8025094,1D9Q,B:16-357,P46275,66-407,8037473,1D9Q,B:16-357,P46275,66-407,1,1000003,2001057,3001721,4002766
12852,8025097,2HHM,A:5-276,P29218,5-276,8037476,2HHM,A:5-276,P29218,5-276,1,1000003,2001057,3001721,4002766
12853,8025106,1INP,A:1-400,P21327,1-400,8037485,1INP,A:1-400,P21327,1-400,1,1000003,2001057,3001721,4002766
12854,8025588,1KA1,A:2-355,P32179,2-355,8037967,1KA1,A:2-355,P32179,2-355,1,1000003,2001057,3001721,4002766
12855,8028836,1LBV,A:1-252,O30298,1-252,8041215,1LBV,A:1-252,O30298,1-252,1,1000003,2001057,3001721,4002766
12856,8031545,1XI6,A:2-250,Q8TZH9,2-250,8043923,1XI6,A:2-250,Q8TZH9,2-250,1,1000003,2001057,3001721,4002766
12857,8023555,1EIK,A:1-77,O27122,1-77,8035935,1EIK,A:1-77,O27122,1-77,1,1000003,2001058,3001722,4001502
12858,8023557,1HMJ,A:10-77,Q58443,10-77,8035937,1HMJ,A:10-77,Q58443,10-77,1,1000003,2001058,3001722,4001502
12859,8023559,1DZF,A:144-215,P20434,144-215,8035939,1DZF,A:144-215,P20434,144-215,1,1000003,2001058,3001722,4001502
12860,8063563,2PMZ,H:9-82,Q980Q9,9-82,8063564,2PMZ,H:9-82,Q980Q9,9-82,1,1000003,2001058,3001722,4001502
12861,8063565,2WAQ,H:9-82,B8YB60,9-82,8063566,2WAQ,H:9-82,B8YB60,9-82,1,1000003,2001058,3001722,4001502
12862,8063567,4QIW,H:6-81,Q5JE31,6-81,8063568,4QIW,H:6-81,Q5JE31,6-81,1,1000003,2001058,3001722,4001502
12863,8022774,2OT2,A:1-90,P0AAM3,1-90,8035154,2OT2,A:1-59,P0AAM3,1-59,1,1000001,2000100,3000354,4001773
12864,8025673,2Z1C,A:2-72,Q5JII0,2-72,8038052,2Z1C,A:2-53,Q5JII0,2-53,1,1000001,2000100,3000354,4001773
12865,8028064,3D3R,A:1-76,Q8EF93,1-76,8040443,3D3R,A:1-56,Q8EF93,1-56,1,1000001,2000100,3000354,4001773
12866,8045604,2WFW,A:141-220,O50202,140-219,8091033,2WFW,A:141-220,O50202,140-219,1,1000001,2000100,3000354,4004561
12867,8091032,2WFW,A:80-137,O50202,79-136,8091034,2WFW,A:80-137,O50202,79-136,1,1000001,2000100,3000354,4007720
12868,8045602,3FP9,F:159-234,P9WQN5,159-234,8091036,3FP9,F:159-234,P9WQN5,159-234,1,1000001,2000100,3000354,4004561
12869,8091035,3FP9,F:98-156,P9WQN5,98-156,8091037,3FP9,F:98-156,P9WQN5,98-156,1,1000001,2000100,3000354,4007720
12870,8091038,3H43,A:91-149,Q58576,91-149,8091039,3H43,A:91-149,Q58576,91-149,1,1000001,2000100,3000354,4004561
12871,8091040,2WG5,A:62-120,O28303,62-120,8091041,2WG5,A:62-120,O28303,62-120,1,1000001,2000100,3000354,4004561
12872,8030802,1VYI,A:186-296,P22363,186-296,8043181,1VYI,A:186-296,P22363,186-296,1,1000003,2001059,3001723,4003883
12873,8029300,1IHW,A:220-270,P04586,80-130,8041679,1IHW,A:220-270,P04586,80-130,1,1000001,2000090,3000355,4001775
12874,8029303,1C0M,A:217-269,P03354,1497-1549,8041682,1C0M,A:217-269,P03354,1497-1549,1,1000001,2000090,3000355,4001775
12875,8029306,1C6V,X:216-270,Q88016,983-1037,8041685,1C6V,X:216-270,Q88016,983-1037,1,1000001,2000090,3000355,4001775
12876,8072254,1QMC,A:220-270,P03366,1379-1429,8072255,1QMC,A:220-270,P03366,1379-1429,1,1000001,2000090,3000355,4001775
12877,8072256,5TC2,A:219-273,P04585,1366-1420,8072257,5TC2,A:219-273,P04585,1366-1420,1,1000001,2000090,3000355,4001775
12878,8072258,5LLJ,A:220-276,P35956,1445-1501,8072259,5LLJ,A:220-276,P35956,1445-1501,1,1000001,2000090,3000355,4001775
12879,8028356,2FB5,A:75-205,Q812L9,71-201,8040735,2FB5,A:75-205,Q812L9,71-201,1,1000003,2001060,3001724,4003884
12880,8089950,3C1Y,B:21-144,Q9WY43,21-144,8089951,3C1Y,B:21-144,Q9WY43,21-144,1,1000003,2001060,3001724,4003884
12881,8089956,4RV7,A:1-157,Q8Y5E4,101-257,8089957,4RV7,A:1-157,Q8Y5E4,101-257,1,1000003,2001060,3001724,4003884
12882,8020747,5YCQ,A:3-97,B7LE66,3-97,8033127,5YCQ,A:3-97,B7LE66,3-97,1,1000001,2000090,3000356,4001776
12883,8022755,1UUR,A:242-359,O00910,242-359,8035135,1UUR,A:242-359,O00910,242-359,1,1000000,2000094,3000357,4000985
12884,8025198,1BF5,A:136-316,P42224,136-316,8037577,1BF5,A:136-316,P42224,136-316,1,1000000,2000094,3000357,4000985
12885,8025201,1BG1,A:136-321,P42227,136-321,8037580,1BG1,A:136-321,P42227,136-321,1,1000000,2000094,3000357,4000985
12886,8021295,1I5P,A:264-472,P0A377,264-472,8033675,1I5P,A:264-472,P0A377,264-472,1,1000001,2001055,3001725,4002768
12887,8022035,1JI6,A:291-502,Q06117,291-502,8034415,1JI6,A:291-502,Q06117,291-502,1,1000001,2001055,3001725,4002768
12888,8030639,1DLC,A:290-499,P0A379,290-499,8043018,1DLC,A:290-499,P0A379,290-499,1,1000001,2001055,3001725,4002768
12889,8030641,1CIY,A:256-461,P0A366,256-461,8043020,1CIY,A:256-461,P0A366,256-461,1,1000001,2001055,3001725,4002768
12890,8030474,2IUB,A:286-349,Q9WZ31,286-349,8042853,2IUB,A:286-349,Q9WZ31,286-349,2,1000000,2000349,3000358,4000464
12891,8020511,1W6G,A:212-628,P46881,212-628,8032891,1W6G,A:212-628,P46881,212-628,1,1000001,2000003,3001726,4002771
12892,8024327,1N9E,A:316-775,Q96X16,316-775,8036706,1N9E,A:316-775,Q96X16,316-775,1,1000001,2000003,3001726,4002771
12893,8029137,1D6Z,A:301-724,P46883,331-754,8041516,1D6Z,A:301-724,P46883,331-754,1,1000001,2000003,3001726,4002771
12894,8030849,1W2Z,A:207-647,Q43077,232-672,8043228,1W2Z,A:207-647,Q43077,232-672,1,1000001,2000003,3001726,4002771
12895,8031215,2OQE,A:237-672,P12807,237-672,8043593,2OQE,A:237-672,P12807,237-672,1,1000001,2000003,3001726,4002771
12896,8023867,1LRW,A:1-600,P12293,33-631,8036247,1LRW,A:1-600,P12293,33-631,1,1000001,2001061,3001727,4002772
12897,8024519,2AD6,A:1-571,P38539,3-573,8036898,2AD6,A:1-571,P38539,3-573,1,1000001,2001061,3001727,4002772
12898,8025603,1KB0,A:1-573,Q46444,32-604,8037982,1KB0,A:1-573,Q46444,32-604,1,1000001,2001061,3001727,4002772
12899,8028268,1KV9,A:1-560,Q8GR64,23-582,8040647,1KV9,A:1-560,Q8GR64,23-582,1,1000001,2001061,3001727,4002772
12900,8030483,1FLG,A:1-582,Q9Z4J7,35-616,8042862,1FLG,A:1-582,Q9Z4J7,35-616,1,1000001,2001061,3001727,4002772
12901,8030926,1W6S,A:1-596,P16027,28-623,8043305,1W6S,A:1-596,P16027,28-623,1,1000001,2001061,3001727,4002772
12902,8023503,1CBY,A:19-245,Q04470,19-245,8035883,1CBY,A:19-245,Q04470,19-245,1,1000003,2000275,3000359,4001779
12903,8025827,1PP0,B:1005-1198,Q6USC4,23-216,8038206,1PP0,B:1005-1198,Q6USC4,23-216,1,1000003,2000275,3000359,4001779
12904,8023141,1ZAT,A:217-338,Q3Y185,217-338,8035521,1ZAT,A:217-338,Q3Y185,217-338,1,1000003,2000276,3000360,4000465
12905,8027957,2EYQ,A:466-545,P30958,466-545,8040336,2EYQ,A:466-545,P30958,466-545,1,1000001,2000090,3000361,4001778
12906,8020263,1M2K,A:1-245,O28597,1-245,8032643,1M2K,A:1-245,O28597,1-245,1,1000002,2001062,3001728,4003387
12907,8021856,1J8F,A:34-356,Q8IXJ6,34-356,8034236,1J8F,A:34-356,Q8IXJ6,34-356,1,1000002,2001062,3001728,4003387
12908,8021925,1YBH,A:281-459,P17597,281-459,8034305,1YBH,A:281-459,P17597,281-459,1,1000002,2001062,3001728,4003891
12909,8022008,1OVM,A:181-341,P23234,181-341,8034388,1OVM,A:181-341,P23234,181-341,1,1000002,2001062,3001728,4003891
12910,8022148,2IHU,A:198-374,Q9LCV9,198-374,8034528,2IHU,A:198-374,Q9LCV9,198-374,1,1000002,2001062,3001728,4003891
12911,8022281,2JI7,A:195-369,P40149,195-369,8034661,2JI7,A:195-369,P40149,195-369,1,1000002,2001062,3001728,4003891
12912,8022487,1YTL,A:17-174,O30273,18-175,8034867,1YTL,A:17-174,O30273,18-175,1,1000002,2001062,3001728,4002610
12913,8025267,2B4Y,C:36-302,Q9NXA8,36-302,8037646,2B4Y,C:36-302,Q9NXA8,36-302,1,1000002,2001062,3001728,4003387
12914,8025619,1OZG,A:188-366,P27696,188-366,8037998,1OZG,A:188-366,P27696,188-366,1,1000002,2001062,3001728,4003891
12915,8026645,1PNO,A:294-464,Q2RSB4,294-464,8039024,1PNO,A:294-464,Q2RSB4,294-464,1,1000002,2001062,3001728,4003894
12916,8027152,1Q1A,A:5-293,P53686,5-293,8039531,1Q1A,A:5-293,P53686,5-293,1,1000002,2001062,3001728,4003387
12917,8027419,2DJI,A:187-363,A9X9K8,187-363,8039798,2DJI,A:187-363,A9X9K8,187-363,1,1000002,2001062,3001728,4003891
12918,8027766,3CLS,D:196-318,P53571,197-319,8040145,3CLS,D:196-318,P53571,197-319,1,1000002,2001062,3001728,4003888
12919,8027975,2EZ9,A:183-365,P37063,183-365,8040354,2EZ9,A:183-365,P37063,183-365,1,1000002,2001062,3001728,4003891
12920,8029011,1S5P,A:40-274,P75960,40-274,8041390,1S5P,A:40-274,P75960,40-274,1,1000002,2001062,3001728,4003387
12921,8029065,1S7G,A:1-252,O30124,1-252,8041444,1S7G,A:1-252,O30124,1-252,1,1000002,2001062,3001728,4003387
12922,8029737,2H2I,A:1-244,Q9WYW0,1-244,8042116,2H2I,A:1-244,Q9WYW0,1-244,1,1000002,2001062,3001728,4003387
12923,8029789,1Q6Z,A:182-341,P20906,182-341,8042168,1Q6Z,A:182-341,P20906,182-341,1,1000002,2001062,3001728,4003891
12924,8030053,1T9C,A:290-460,P07342,290-460,8042432,1T9C,A:290-460,P07342,290-460,1,1000002,2001062,3001728,4003891
12925,8031864,1DHS,A:9-369,P49366,9-369,8044242,1DHS,A:9-369,P49366,9-369,1,1000002,2001062,3001728,4003886
12926,8031865,1EFV,A:208-331,P13804,208-331,8044243,1EFV,A:208-331,P13804,208-331,1,1000002,2001062,3001728,4003888
12927,8031866,1EFP,A:185-308,P38974,185-308,8044244,1EFP,A:185-308,P38974,185-308,1,1000002,2001062,3001728,4003888
12928,8031870,1QPB,A:182-360,P06169,182-360,8044248,1QPB,A:182-360,P06169,182-360,1,1000002,2001062,3001728,4003891
12929,8031871,1ZPD,A:188-362,P06672,188-362,8044249,1ZPD,A:188-362,P06672,188-362,1,1000002,2001062,3001728,4003891
12930,8031875,1DJL,A:859-1040,Q13423,902-1083,8044253,1DJL,A:859-1040,Q13423,902-1083,1,1000002,2001062,3001728,4003894
12931,8031878,1D4O,A:5-181,P11024,907-1083,8044256,1D4O,A:5-181,P11024,907-1083,1,1000002,2001062,3001728,4003894
12932,8045959,3C2Q,B:175-413,Q6LXX7,175-413,8091569,3C2Q,B:175-413,Q6LXX7,175-413,1,1000002,2001062,3001728,4004782
12933,8045813,2X7J,C:204-377,P23970,204-377,8092248,2X7J,C:204-377,P23970,204-377,1,1000002,2001062,3001728,4003891
12934,8045812,5EJ8,A:210-365,P17109,210-365,8092253,5EJ8,A:210-365,P17109,210-365,1,1000002,2001062,3001728,4003891
12935,8045814,3LQ1,A:207-380,Q71YZ2,207-380,8092258,3LQ1,A:207-380,Q71YZ2,207-380,1,1000002,2001062,3001728,4003891
12936,8092980,4IAO,A:241-555,P06700,241-555,8092981,4IAO,A:241-555,P06700,241-555,1,1000002,2001062,3001728,4003387
12937,8030019,1H3I,A:52-193,Q8WTS6,52-193,8042398,1H3I,A:52-193,Q8WTS6,52-193,1,1000001,2001046,3001729,4002773
12938,8025894,1KJ1,A:1-109,Q38789,177-285,8038273,1KJ1,A:1-109,Q38789,177-285,1,1000001,2001063,3001730,4002774
12939,8030566,1DLP,A:1-115,Q9ZP48,22-136,8042945,1DLP,A:1-115,Q9ZP48,22-136,1,1000001,2001063,3001730,4002774
12940,8030567,1DLP,A:116-235,Q9ZP48,137-256,8042946,1DLP,A:116-235,Q9ZP48,137-256,1,1000001,2001063,3001730,4002774
12941,8030650,1JPC,A:1-108,P30617,24-131,8043029,1JPC,A:1-108,P30617,24-131,1,1000001,2001063,3001730,4002774
12942,8030657,1NPL,A:25-109,Q40423,1-85,8043036,1NPL,A:25-109,Q40423,1-85,1,1000001,2001063,3001730,4002774
12943,8030658,1B2P,A:1-119,Q9ZP49,22-140,8043037,1B2P,A:1-119,Q9ZP49,22-140,1,1000001,2001063,3001730,4002774
12944,8031455,1XD5,A:1-112,Q9AXZ2,29-140,8043833,1XD5,A:1-112,Q9AXZ2,29-140,1,1000001,2001063,3001730,4002774
12945,8021811,2HD3,A:1-95,P0AEJ9,1-95,8034191,2HD3,A:1-95,P0AEJ9,1-95,1,1000001,2000100,3000362,4001780
12946,8024050,2QW7,A:1-96,P72759,1-96,8036429,2QW7,A:1-96,P72759,1-96,1,1000001,2000100,3000362,4001780
12947,8024411,2RCF,A:1-82,O85043,1-82,8036790,2RCF,A:1-82,O85043,1-82,1,1000001,2000100,3000362,4001780
12948,8022341,2JPQ,A:1-75,Q87MV2,1-75,8034721,2JPQ,A:1-75,Q87MV2,1-75,1,1000000,2000110,3001731,4001507
12949,8022353,2JRX,A:1-75,P0AD24,1-75,8034733,2JRX,A:1-75,P0AD24,1-75,1,1000000,2000110,3001731,4001507
12950,8022362,2JUZ,A:1-72,P44897,1-72,8034742,2JUZ,A:1-72,P44897,1-72,1,1000000,2000110,3001731,4001507
12951,8022777,2OTA,A:7-68,Q481E4,7-68,8035157,2OTA,A:7-68,Q481E4,7-68,1,1000000,2000110,3001731,4001507
12952,8024023,2QTI,A:8-72,Q8EF26,8-72,8036402,2QTI,A:8-72,Q8EF26,8-72,1,1000000,2000110,3001731,4001507
12953,8020533,1F35,A:2-163,Q64288,2-163,8032913,1F35,A:2-163,Q64288,2-163,1,1000001,2000277,3000363,4003160
12954,8023785,1ZRI,A:1-163,P08523,1-163,8036165,1ZRI,A:1-163,P08523,1-163,1,1000001,2000277,3000363,4003160
12955,8024614,2AG4,A:3-164,P17900,32-193,8036993,2AG4,A:3-164,P17900,32-193,1,1000001,2000278,3000364,4003161
12956,8020350,2BTO,A:253-432,Q8GCC5,253-432,8032730,2BTO,A:253-432,Q8GCC5,253-432,1,1000003,2001065,3001732,4001508
12957,8021693,1OFU,A:209-317,P47204,209-317,8034073,1OFU,A:209-317,P47204,209-317,1,1000003,2001065,3001732,4001508
12958,8022005,1JFF,A:246-439,P81947,246-439,8034385,1JFF,A:246-439,P81947,246-439,1,1000003,2001065,3001732,4001508
12959,8022007,1JFF,B:246-437,Q6B856,244-427,8034387,1JFF,B:246-437,Q6B856,244-427,1,1000003,2001065,3001732,4001508
12960,8023629,1TUB,A:246-440,P02550,246-440,8036009,1TUB,A:246-440,P02550,246-440,1,1000003,2001065,3001732,4001508
12961,8023631,1TUB,B:246-437,P02554,244-427,8036011,1TUB,B:246-437,P02554,244-427,1,1000003,2001065,3001732,4001508
12962,8025021,2VAP,A:232-354,Q57816,232-354,8037400,2VAP,A:232-354,Q57816,232-354,1,1000003,2001065,3001732,4001508
12963,8026560,1RLU,A:206-312,P9WN95,206-312,8038939,1RLU,A:206-312,P9WN95,206-312,1,1000003,2001065,3001732,4001508
12964,8030909,1W5F,A:216-328,O08398,216-326,8043288,1W5F,A:216-328,O08398,216-326,1,1000003,2001065,3001732,4001508
12965,8022258,2J8G,A:191-339,P15057,191-339,8034638,2J8G,A:191-339,P15057,191-339,1,1000001,2000279,3000365,4003163
12966,8023988,1H8G,A:224-318,P06653,224-318,8036367,1H8G,A:224-318,P06653,224-318,1,1000001,2000279,3000365,4003163
12967,8025756,2BIB,A:309-541,Q8DQ62,334-566,8038135,2BIB,A:309-541,Q8DQ62,334-566,1,1000001,2000279,3000365,4003163
12968,8021172,1X25,A:1-124,Q973T6,1-124,8033552,1X25,A:1-124,Q973T6,1-124,1,1000003,2001065,3001733,4001510
12969,8021754,1ONI,A:2-137,P52758,2-137,8034134,1ONI,A:2-137,P52758,2-137,1,1000003,2001065,3001733,4001510
12970,8021963,1JD1,A:3-128,P40037,3-128,8034343,1JD1,A:3-128,P40037,3-128,1,1000003,2001065,3001733,4001510
12971,8022589,1UFY,A:1-121,Q84FH6,1-121,8034969,1UFY,A:1-121,Q84FH6,1-121,1,1000003,2001065,3001733,4001506
12972,8022782,2OTM,A:2-153,Q8EFL1,2-153,8035162,2OTM,A:2-153,Q8EFL1,2-153,1,1000003,2001065,3001733,4001510
12973,8023564,1QU9,A:2-128,P0AF93,2-128,8035944,1QU9,A:2-128,P0AF93,2-128,1,1000003,2001065,3001733,4001510
12974,8023570,1QD9,A:2-125,P37552,2-125,8035950,1QD9,A:2-125,P37552,2-125,1,1000003,2001065,3001733,4001510
12975,8023573,1DBF,A:1-127,P19080,1-127,8035953,1DBF,A:1-127,P19080,1-127,1,1000003,2001065,3001733,4001506
12976,8024510,1NQ3,A:3-135,P80601,3-135,8036889,1NQ3,A:3-135,P80601,3-135,1,1000003,2001065,3001733,4001510
12977,8025190,2B33,A:2-127,Q9WY58,2-127,8037569,2B33,A:2-127,Q9WY58,2-127,1,1000003,2001065,3001733,4001510
12978,8026280,1PF5,A:2-131,P39332,2-131,8038659,1PF5,A:2-131,P39332,2-131,1,1000003,2001065,3001733,4001510
12979,8026990,2CVL,A:1-124,Q5SM06,1-124,8039369,2CVL,A:1-124,Q5SM06,1-124,1,1000003,2001065,3001733,4001510
12980,8027023,2CWJ,A:4-119,Q9YBU8,14-129,8039402,2CWJ,A:4-119,Q9YBU8,14-129,1,1000003,2001065,3001733,4001510
12981,8027598,1QAH,A:1-132,P52759,2-133,8039977,1QAH,A:1-132,P52759,2-133,1,1000003,2001065,3001733,4001510
12982,8027853,2EWC,A:3-122,Q99XS4,3-122,8040232,2EWC,A:3-122,Q99XS4,3-122,1,1000003,2001065,3001733,4001510
12983,8030256,1J7H,A:1-130,P44839,1-130,8042635,1J7H,A:1-130,P44839,1-130,1,1000003,2001065,3001733,4001510
12984,8031519,1XHO,A:2-113,A3DDB7,2-113,8043897,1XHO,A:2-113,A3DDB7,2-113,1,1000003,2001065,3001733,4001506
12985,8031757,1XRG,A:2-126,A3DJ68,2-126,8044135,1XRG,A:2-126,A3DJ68,2-126,1,1000003,2001065,3001733,4001510
12986,8045365,4BVQ,A:1-363,P58329,1-363,8090331,4BVQ,A:1-102,P58329,1-102,1,1000003,2001065,3001733,4004437
12987,8045365,4BVQ,A:1-363,P58329,1-363,8090332,4BVQ,A:110-250,P58329,110-250,1,1000003,2001065,3001733,4004437
12988,8045365,4BVQ,A:1-363,P58329,1-363,8090333,4BVQ,A:254-363,P58329,254-363,1,1000003,2001065,3001733,4004437
12989,8045366,4NQ3,A:1-355,A8IKD2,1-355,8090334,4NQ3,A:1-99,A8IKD2,1-99,1,1000003,2001065,3001733,4004437
12990,8045366,4NQ3,A:1-355,A8IKD2,1-355,8090335,4NQ3,A:104-244,A8IKD2,104-244,1,1000003,2001065,3001733,4004437
12991,8045366,4NQ3,A:1-355,A8IKD2,1-355,8090336,4NQ3,A:248-355,A8IKD2,248-355,1,1000003,2001065,3001733,4004437
12992,8060229,5T13,A:1-370,P0A3V4,1-370,8090337,5T13,A:1-100,P0A3V4,1-100,1,1000003,2001065,3001733,4004437
12993,8060229,5T13,A:1-370,P0A3V4,1-370,8090338,5T13,A:111-250,P0A3V4,111-250,1,1000003,2001065,3001733,4004437
12994,8060229,5T13,A:1-370,P0A3V4,1-370,8090339,5T13,A:255-370,P0A3V4,255-370,1,1000003,2001065,3001733,4004437
12995,8060230,5HWE,A:1-369,Q8RSQ2,1-369,8090340,5HWE,A:1-101,Q8RSQ2,1-101,1,1000003,2001065,3001733,4004437
12996,8060230,5HWE,A:1-369,Q8RSQ2,1-369,8090341,5HWE,A:110-247,Q8RSQ2,110-247,1,1000003,2001065,3001733,4004437
12997,8060230,5HWE,A:1-369,Q8RSQ2,1-369,8090342,5HWE,A:252-369,Q8RSQ2,252-369,1,1000003,2001065,3001733,4004437
12998,8060231,5HY4,D:14-387,E3JD18,14-387,8090343,5HY4,D:14-117,E3JD18,14-117,1,1000003,2001065,3001733,4004437
12999,8060231,5HY4,D:14-387,E3JD18,14-387,8090344,5HY4,D:125-269,E3JD18,125-269,1,1000003,2001065,3001733,4004437
13000,8060231,5HY4,D:14-387,E3JD18,14-387,8090345,5HY4,D:273-387,E3JD18,273-387,1,1000003,2001065,3001733,4004437
13001,8024674,2AIB,A:1-98,P15569,1-98,8037053,2AIB,A:1-98,P15569,1-98,1,1000000,2001064,3001734,4001509
13002,8026689,1BEO,A:1-98,P15570,21-118,8039068,1BEO,A:1-98,P15570,21-118,1,1000000,2001064,3001734,4001509
13003,8077720,2POS,A:1-94,D0VWX7,1-94,8077721,2POS,A:1-94,D0VWX7,1-94,1,1000000,2001064,3001734,4001509
13004,8020771,1VCS,A:8-96,O89116,6-94,8033151,1VCS,A:8-96,O89116,6-94,1,1000000,2000094,3000366,4000986
13005,8020910,1HS7,A:23-119,Q12241,23-119,8033290,1HS7,A:23-119,Q12241,23-119,1,1000000,2000094,3000366,4000986
13006,8025203,1EZ3,A:26-149,P32851,26-149,8037582,1EZ3,A:26-149,P32851,26-149,1,1000000,2000094,3000366,4000986
13007,8025207,1FIO,A:31-178,P32867,31-178,8037586,1FIO,A:31-178,P32867,31-178,1,1000000,2000094,3000366,4000986
13008,8029091,1LVF,A:4-109,Q63635,4-109,8041470,1LVF,A:4-109,Q63635,4-109,1,1000000,2000094,3000366,4000986
13009,8029113,1S94,A:31-151,O46345,31-151,8041492,1S94,A:31-151,O46345,31-151,1,1000000,2000094,3000366,4000986
13010,8067985,3ONJ,A:3-99,Q04338,3-99,8067986,3ONJ,A:3-99,Q04338,3-99,1,1000000,2000094,3000366,4000986
13011,8067987,2V8S,V:2-94,Q9UEU0,2-94,8067988,2V8S,V:2-94,Q9UEU0,2-94,1,1000000,2000094,3000366,4000986
13012,8067989,2QYW,A:1-96,O88384,1-96,8067990,2QYW,A:1-96,O88384,1-96,1,1000000,2000094,3000366,4000986
13013,8080100,5LG4,A:36-158,P39926,36-158,8080101,5LG4,A:36-158,P39926,36-158,1,1000000,2000094,3000366,4000986
13014,8086357,4J2C,C:3-109,O43752,3-109,8086358,4J2C,C:3-109,O43752,3-109,1,1000000,2000094,3000366,4000986
13015,8086359,4DND,A:5-108,O60499,5-108,8086360,4DND,A:5-108,O60499,5-108,1,1000000,2000094,3000366,4000986
13016,8028082,1R9F,A:26-148,P11690,26-148,8040461,1R9F,A:26-148,P11690,26-148,1,1000003,2001066,3001735,4001511
13017,8028445,1RPU,A:8-152,Q66104,8-152,8040824,1RPU,A:8-152,Q66104,8-152,1,1000003,2001066,3001735,4001511
13018,8025214,2B3W,A:1-160,P30176,1-160,8037593,2B3W,A:1-160,P30176,1-160,1,1000003,2000281,3000367,4000469
13019,8026691,1G8Q,A:113-202,P60033,113-202,8039070,1G8Q,A:113-202,P60033,113-202,1,1000000,2001067,3001736,4001512
13020,8026422,3B45,A:91-270,P09391,91-270,8038801,3B45,A:91-270,P09391,91-270,2,1000000,2000280,3000368,4000471
13021,8030839,2NR9,A:4-192,P44783,4-192,8043218,2NR9,A:4-192,P44783,4-192,2,1000000,2000280,3000368,4000471
13022,8073997,5MTF,A:91-271,B7MDQ0,91-271,8073998,5MTF,A:91-271,B7MDQ0,91-271,2,1000000,2000280,3000368,4000471
13023,8030047,1H71,P:245-463,O69771,262-480,8042426,1H71,P:245-463,O69771,262-480,1,1000001,2000062,3001737,4002779
13024,8030339,1K7I,A:259-479,P16317,259-479,8042718,1K7I,A:259-479,P16317,259-479,1,1000001,2000062,3001737,4002779
13025,8030575,1KAP,P:247-470,Q03023,256-479,8042954,1KAP,P:247-470,Q03023,256-479,1,1000001,2000062,3001737,4002779
13026,8030577,1SRP,A:247-471,P07268,263-487,8042956,1SRP,A:247-471,P07268,263-487,1,1000001,2000062,3001737,4002779
13027,8022865,2OQ0,B:115-202,Q16666,302-389,8035245,2OQ0,B:115-202,Q16666,302-389,1,1000001,2000100,3000370,4001783
13028,8022867,2OQ0,B:12-114,Q16666,199-301,8035247,2OQ0,B:12-114,Q16666,199-301,1,1000001,2000100,3000370,4001783
13029,8022830,1UW6,A:0-207,P58154,19-226,8035210,1UW6,A:0-207,P58154,19-226,1,1000001,2000282,3000369,4003166
13030,8022165,1C76,A:16-136,P68802,43-163,8034545,1C76,A:16-136,P68802,43-163,1,1000003,2000097,3000371,4000987
13031,8022172,1C4P,C:149-280,Q53284,149-280,8034552,1C4P,C:149-280,Q53284,149-280,1,1000003,2000097,3000371,4000987
13032,8028416,2FDO,A:1-92,O27953,1-92,8040795,2FDO,A:1-92,O27953,1-92,1,1000003,2000283,3000372,4000473
13033,8027644,1T6A,A:0-123,P84137,1-124,8040023,1T6A,A:0-123,P84137,1-124,1,1000003,2000457,3001740,4002784
13034,8020248,1VQO,F:1-119,P12743,2-120,8032628,1VQO,F:1-119,P12743,2-120,1,1000003,2001065,3001739,4001513
13035,8020677,2HVY,D:4-124,Q8U160,3-123,8033057,2HVY,D:4-124,Q8U160,3-123,1,1000003,2001065,3001739,4001513
13036,8021010,1X52,A:8-118,Q9BRX2,261-371,8033390,1X52,A:8-118,Q9BRX2,261-371,1,1000003,2001065,3001739,4001517
13037,8021092,2AIF,A:16-130,Q7YYQ3,17-131,8033472,2AIF,A:16-130,Q7YYQ3,17-131,1,1000003,2001065,3001739,4001513
13038,8021104,2ALE,A:1-126,P39990,1-126,8033484,2ALE,A:1-126,P39990,1-126,1,1000003,2001065,3001739,4001513
13039,8021180,2BO1,A:1-100,P29160,2-101,8033560,2BO1,A:1-100,P29160,2-101,1,1000003,2001065,3001739,4001513
13040,8021285,1XBI,A:2-116,P54066,2-116,8033665,1XBI,A:2-116,P54066,2-116,1,1000003,2001065,3001739,4001513
13041,8021603,2FC3,A:4-127,Q9YAX7,4-127,8033983,2FC3,A:4-127,Q9YAX7,4-127,1,1000003,2001065,3001739,4001513
13042,8023616,2QI2,A:244-338,Q9HJ74,244-338,8035996,2QI2,A:244-338,Q9HJ74,244-338,1,1000003,2001065,3001739,4001517
13043,8023650,1DT9,A:277-422,P62495,277-422,8036030,1DT9,A:277-422,P62495,277-422,1,1000003,2001065,3001739,4001517
13044,8025088,2VGN,A:278-381,P33309,278-381,8037467,2VGN,A:278-381,P33309,278-381,1,1000003,2001065,3001739,4001517
13045,8026547,1RLG,A:7-119,O29494,7-119,8038926,1RLG,A:7-119,O29494,7-119,1,1000003,2001065,3001739,4001513
13046,8027050,2CZW,A:7-124,P62009,6-123,8039429,2CZW,A:7-124,P62009,6-123,1,1000003,2001065,3001739,4001513
13047,8027231,1IPA,A:1-105,Q7SID4,1-105,8039610,1IPA,A:1-105,Q7SID4,1-105,1,1000003,2001065,3001739,4002711
