,dope,soap
3PPL_A_2R2N_A_3_3,-38838.01171875,-87091.5390625
3PPL_A_2Z61_A_3_3,-39798.25,-87077.15625
3PPL_A_3D6K_A_1_2,-48818.1796875,-223422.15625
3PPL_A_3AOV_A_2_4,-37648.94140625,-17613.0
3PPL_A_6F77_A_3_5,-40579.4609375,-84058.8125
3PPL_A_1J32_A_3_3,-40509.28515625,-67496.0546875
3PPL_A_1WST_A_3_5,-41643.68359375,-74166.1640625
3PPL_A_2X5D_A_3_3,-39824.75,-66738.0234375
3PPL_A_1X0M_A_3_5,-41874.93359375,-73742.515625
3PPL_A_1B5O_A_3_1,-39898.1953125,-3449.37646484375
3PPL_A_6U78_A_1_1,-50080.6953125,-207962.625
3PPL_A_1O4S_A_3_2,-38967.2265625,-76774.65625
3PPL_A_3EZ1_A_1_1,-46600.67578125,-164409.734375
3PPL_A_2R2N_A_2_1,-39807.73828125,-56243.61328125
3PPL_A_3EZ1_A_2_2,-46462.06640625,-168392.65625
3PPL_A_6F35_A_3_1,-40075.03515625,-46019.2890625
3PPL_A_1GD9_A_3_3,-41572.96875,-61987.140625
3PPL_A_3EZ1_A_2_4,-47060.40234375,-162556.953125
3PPL_A_1B5O_A_3_4,-40369.0234375,-7060.38427734375
3PPL_A_1WST_A_3_4,-42071.81640625,-81576.6171875
3PPL_A_1GD9_A_3_5,-42141.51171875,-75557.7109375
3PPL_A_1O4S_A_3_5,-39311.3515625,-64395.1015625
3PPL_A_1J32_A_3_2,-41195.89453125,-88372.6796875
3PPL_A_2ZC0_A_2_3,-41222.71484375,-45883.19140625
3PPL_A_6HNV_A_2_4,-36388.78125,-79052.7734375
3PPL_A_2XH1_A_3_1,-38633.09375,-99523.484375
3PPL_A_1VP4_A_2_1,-38320.76953125,-104213.09375
3PPL_A_3AOV_A_3_3,-42386.3828125,-73300.3984375
3PPL_A_1WST_A_2_3,-40072.44921875,-78864.640625
3PPL_A_1WST_A_2_1,-40628.08984375,-79467.3203125
3PPL_A_1B5O_A_3_3,-40166.93359375,-23016.68359375
3PPL_A_2R2N_A_2_2,-39761.37890625,-65618.6171875
3PPL_A_1VP4_A_2_4,-38418.81640625,-88159.1484375
3PPL_A_1GD9_A_3_1,-41135.69921875,-61762.6796875
3PPL_A_2VGZ_A_3_3,-38718.44140625,-97841.9296875
3PPL_A_6F77_A_3_2,-39606.875,-78298.0703125
3PPL_A_2Z61_A_3_1,-39747.3515625,-71284.890625
3PPL_A_2VGZ_A_2_4,-39575.93359375,-97412.3671875
3PPL_A_3AOV_A_2_2,-36827.43359375,16665.3203125
3PPL_A_2R2N_A_2_4,-40053.859375,-88442.2421875
3PPL_A_6U78_A_1_5,-49918.27734375,-211305.3125
3PPL_A_6D0A_A_3_5,-39313.421875,-78284.0859375
3PPL_A_2R2N_A_3_4,-39604.8203125,-79141.03125
3PPL_A_2R2N_A_3_1,-39326.9375,-52287.05078125
3PPL_A_6D0A_A_3_3,-38622.0390625,-58545.90234375
3PPL_A_3EZ1_A_3_3,-47524.9296875,-177764.21875
3PPL_A_6D0A_A_3_1,-38957.02734375,-75172.4375
3PPL_A_5C6U_A_2_3,-49893.08984375,-205512.484375
3PPL_A_1X0M_A_2_5,-36525.83984375,-20748.318359375
3PPL_A_1VP4_A_2_3,-38560.65234375,-94784.15625
3PPL_A_5C6U_A_1_1,-50228.46875,-206630.90625
3PPL_A_6D0A_A_3_4,-39090.765625,-70948.0390625
3PPL_A_2ZC0_A_2_4,-41535.6171875,-33676.1953125
3PPL_A_1GD9_A_3_2,-41414.71875,-42279.30078125
3PPL_A_3EZ1_A_3_1,-47197.578125,-176415.3125
3PPL_A_5C6U_A_1_4,-50176.0,-204052.265625
3PPL_A_1O4S_A_3_3,-37968.98828125,-52758.43359375
3PPL_A_6D0A_A_2_4,-39927.6796875,-76792.09375
3PPL_A_1WST_A_3_1,-41657.33984375,-88846.1484375
3PPL_A_1WST_A_3_3,-41135.9140625,-71015.0625
3PPL_A_2R2N_A_3_5,-38490.82421875,-95217.75
3PPL_A_3EZ1_A_1_5,-46175.16015625,-163362.5
3PPL_A_2ZC0_A_2_1,-41542.25,-57175.8125
3PPL_A_6D0A_A_2_2,-40180.421875,-64946.49609375
3PPL_A_3AOV_A_2_3,-36710.15234375,-10633.564453125
3PPL_A_2VGZ_A_2_5,-39556.171875,-98587.296875
3PPL_A_3EZ1_A_1_4,-47059.0,-168505.171875
3PPL_A_6U78_A_1_3,-50006.2734375,-201418.921875
3PPL_A_1X0M_A_2_2,-36618.0625,-19857.0859375
3PPL_A_2VGZ_A_3_1,-39196.4765625,-99095.4453125
3PPL_A_2XH1_A_3_2,-38982.75390625,-94061.4765625
3PPL_A_1O4S_A_3_1,-39527.44140625,-69138.4765625
3PPL_A_6D0A_A_2_1,-39789.2734375,-69175.625
3PPL_A_6F35_A_3_3,-40772.27734375,-41588.89453125
3PPL_A_4GDY_A_3_2,-38796.82421875,-96575.875
3PPL_A_2R2N_A_2_5,-40499.4140625,-83762.1484375
3PPL_A_2VGZ_A_3_4,-38770.81640625,-104015.8359375
3PPL_A_3AOV_A_3_4,-41906.390625,-90045.6640625
3PPL_A_4GDY_A_3_5,-38933.3046875,-103345.9921875
3PPL_A_2Z61_A_3_4,-39383.4609375,-69368.484375
3PPL_A_6HNV_A_2_1,-36670.4921875,-61392.21484375
3PPL_A_1X0M_A_2_3,-36384.89453125,-14714.1435546875
3PPL_A_1X0M_A_2_4,-35333.265625,16345.1728515625
3PPL_A_2X5D_A_3_5,-40084.62109375,-76888.0234375
3PPL_A_5C6U_A_2_1,-50326.1171875,-211007.046875
3PPL_A_5C6U_A_1_2,-49683.41015625,-203699.53125
3PPL_A_1V2D_A_2_3,-36867.02734375,-76070.4296875
3PPL_A_3AOV_A_2_1,-37027.796875,17703.498046875
3PPL_A_2XH1_A_3_4,-38399.265625,-104613.46875
3PPL_A_6F35_A_3_4,-40371.37109375,-41797.890625
3PPL_A_3AOV_A_3_2,-41806.05859375,-101156.0078125
3PPL_A_2R2N_A_3_2,-39298.6484375,-75838.59375
3PPL_A_3D6K_A_1_3,-49160.4375,-223222.296875
3PPL_A_6F77_A_3_4,-40433.4140625,-93359.59375
3PPL_A_1V2D_A_2_4,-37565.57421875,-83219.3203125
3PPL_A_6D0A_A_2_3,-39435.4453125,-59133.23828125
3PPL_A_3D6K_A_1_5,-49163.0078125,-221438.03125
3PPL_A_1B5O_A_3_2,-39884.5078125,1358.7650146484375
3PPL_A_1WST_A_2_2,-40702.609375,-102152.6015625
3PPL_A_1VP4_A_2_2,-38838.265625,-94877.34375
3PPL_A_4MY5_A_2_5,-38854.24609375,-67983.8125
3PPL_A_2X5D_A_3_1,-39908.83984375,-68568.3984375
3PPL_A_2VGZ_A_2_3,-39246.640625,-80326.7109375
3PPL_A_1J32_A_3_1,-40742.11328125,-89813.5078125
3PPL_A_2VGZ_A_2_1,-39367.6171875,-81955.3515625
3PPL_A_1X0M_A_3_3,-41875.40625,-82000.8203125
3PPL_A_1J32_A_3_5,-41524.37109375,-87428.34375
3PPL_A_1X0M_A_3_1,-41942.8125,-59025.0546875
3PPL_A_2X5D_A_3_4,-39373.8125,-53917.73828125
3PPL_A_1X0M_A_3_4,-41445.85546875,-89128.125
3PPL_A_1B5O_A_3_5,-39915.1640625,-11956.078125
3PPL_A_1WST_A_3_2,-41524.33203125,-78319.28125
2BHU_A_3M07_A_2_4,-60027.0546875,-181707.375
2BHU_A_1EH9_A_1_5,-56770.37890625,-118784.796875
2BHU_A_1EH9_A_2_1,-57750.09765625,-152894.265625
2BHU_A_3VGD_A_2_3,-60270.10546875,-230582.3125
2BHU_A_1EHA_A_1_4,-55655.19921875,-101992.3984375
2BHU_A_3M07_A_1_1,-59869.6640625,-244425.671875
2BHU_A_3M07_A_1_5,-58935.94140625,-247477.75
2BHU_A_1EHA_A_3_4,-57090.97265625,-162391.078125
2BHU_A_2E8Y_A_2_1,-54435.26171875,-177080.015625
2BHU_A_3M07_A_3_2,-62092.85546875,-162549.078125
2BHU_A_1EHA_A_3_1,-57662.62109375,-148875.203125
2BHU_A_1EHA_A_2_4,-57157.99609375,-133581.625
2BHU_A_1EH9_A_2_2,-57689.3203125,-126744.6484375
2BHU_A_3VGD_A_3_3,-60711.8359375,-250413.015625
2BHU_A_3M07_A_2_2,-60156.640625,-167840.0
2BHU_A_1EH9_A_3_2,-57951.71875,-159814.953125
2BHU_A_3VGD_A_1_5,-57915.546875,-130708.6171875
2BHU_A_3VGE_A_1_2,-57447.88671875,-110738.3671875
2BHU_A_1EH9_A_1_4,-56051.52734375,-101324.4609375
2BHU_A_1EHA_A_3_3,-57498.19140625,-171963.359375
2BHU_A_3M07_A_3_5,-63127.09375,-200918.015625
2BHU_A_3VGD_A_1_3,-57799.22265625,-133331.6875
2BHU_A_3VGG_A_2_4,-60292.55078125,-193010.515625
2BHU_A_3VGD_A_3_1,-60372.640625,-237174.09375
2BHU_A_3M07_A_2_5,-60284.765625,-197836.484375
2BHU_A_3M07_A_3_4,-63048.63671875,-197457.734375
2BHU_A_1EHA_A_3_5,-58069.9140625,-174231.703125
2BHU_A_2E8Y_A_2_2,-53338.73046875,-146187.90625
2BHU_A_2E8Y_A_2_5,-54417.5859375,-163775.140625
2BHU_A_3K1D_A_2_2,-51668.56640625,-52406.02734375
2BHU_A_3VGD_A_2_4,-59272.60546875,-181626.078125
2BHU_A_1EHA_A_1_1,-56442.33984375,-119184.515625
2BHU_A_3M07_A_1_3,-58352.59765625,-235324.265625
2BHU_A_3M07_A_3_3,-62531.16796875,-186354.140625
2BHU_A_1EH9_A_1_2,-56383.69140625,-149363.109375
2BHU_A_3VGE_A_2_1,-59357.4375,-221353.453125
2BHU_A_3VGG_A_3_5,-59077.73046875,-199982.578125
2BHU_A_1J0H_A_3_1,-50812.84375,7950.19873046875
2BHU_A_3VGD_A_3_4,-59672.9609375,-227096.6875
2BHU_A_3VGE_A_1_5,-58880.1328125,-154013.453125
2BHU_A_3M07_A_3_1,-62846.8984375,-182511.296875
2BHU_A_3VGE_A_3_2,-59908.89453125,-236376.78125
2BHU_A_3VGE_A_3_3,-59679.7578125,-200468.0625
2BHU_A_3VGD_A_1_1,-58547.515625,-154818.421875
2BHU_A_3K1D_A_2_4,-51342.0546875,-53135.734375
2BHU_A_3VGD_A_2_1,-59892.703125,-213263.421875
2BHU_A_3VGE_A_1_4,-58349.3984375,-169717.671875
2BHU_A_1EH9_A_1_3,-56628.01953125,-124878.0703125
2BHU_A_3VGD_A_2_2,-59926.64453125,-234268.5
2BHU_A_3VGD_A_3_2,-60076.94921875,-238744.09375
2BHU_A_3VGG_A_1_3,-59457.94140625,-208688.375
2BHU_A_3VGE_A_2_3,-59651.5,-201373.671875
2BHU_A_3VGE_A_2_2,-59475.6484375,-233904.0625
2BHU_A_3K1D_A_2_5,-50866.71484375,-38653.33203125
2BHU_A_3M07_A_2_1,-60666.5703125,-189551.5625
2BHU_A_3VGG_A_2_5,-59639.90625,-201701.796875
2BHU_A_2E8Y_A_2_3,-52849.30078125,-131294.6875
2BHU_A_3VGG_A_2_1,-60175.49609375,-206902.828125
2BHU_A_3VGG_A_1_1,-58862.19921875,-198905.15625
2BHU_A_3K1D_A_2_3,-52130.26171875,-50575.984375
2BHU_A_2E8Y_A_2_4,-54228.50390625,-154179.1875
2BHU_A_1J0H_A_3_2,-51880.71484375,-13675.6259765625
2BHU_A_1EHA_A_1_2,-56296.57421875,-115538.890625
2BHU_A_1EHA_A_1_3,-56429.03125,-135689.421875
2BHU_A_3VGE_A_2_5,-59716.4296875,-238754.859375
2BHU_A_1EH9_A_2_3,-57865.44921875,-119667.59375
2BHU_A_3VGG_A_1_2,-59298.578125,-179540.640625
2BHU_A_3VGD_A_3_5,-60579.5078125,-216319.46875
2BHU_A_1EHA_A_1_5,-56138.0625,-121829.359375
2BHU_A_3VGG_A_3_4,-58993.31640625,-198047.21875
2BHU_A_1EHA_A_2_5,-56639.73828125,-103696.4140625
2BHU_A_3VGE_A_3_5,-60081.6171875,-243992.640625
2BHU_A_3VGG_A_1_4,-58500.71484375,-185953.90625
2BHU_A_3VGG_A_3_2,-58722.26953125,-209974.21875
2BHU_A_1EHA_A_3_2,-58664.47265625,-185310.84375
2BHU_A_1EH9_A_2_5,-57810.84375,-131185.796875
2BHU_A_3K1D_A_2_1,-51037.9609375,-36202.5625
2BHU_A_1EH9_A_2_4,-56384.52734375,-97395.078125
2BHU_A_1EH9_A_3_3,-57572.328125,-143287.796875
2BHU_A_1EH9_A_3_4,-57825.796875,-178405.484375
2BHU_A_3VGG_A_3_3,-59739.01171875,-215497.75
2BHU_A_3M07_A_1_4,-58527.1953125,-225130.984375
2BHU_A_3M07_A_2_3,-59547.5,-184109.28125
2BHU_A_3VGD_A_2_5,-60343.36328125,-239659.875
2BHU_A_3VGE_A_3_1,-60104.0390625,-200211.109375
2BHU_A_3VGE_A_1_1,-58883.6328125,-198440.25
2BHU_A_3VGG_A_2_3,-60364.77734375,-232667.125
2BHU_A_1EH9_A_1_1,-56808.9921875,-141223.390625
2BHU_A_1EHA_A_2_3,-56945.9921875,-122335.640625
2BHU_A_3VGG_A_3_1,-59339.6796875,-208719.015625
2BHU_A_3VGE_A_3_4,-59860.453125,-226699.59375
2BHU_A_1EHA_A_2_2,-58143.21875,-138602.5625
2BHU_A_1EHA_A_2_1,-57768.484375,-89080.5859375
2BHU_A_3M07_A_1_2,-58264.72265625,-235478.234375
2BHU_A_1EH9_A_3_1,-58388.56640625,-152412.171875
2BHU_A_3VGE_A_2_4,-59617.51171875,-236849.640625
2BHU_A_3VGD_A_1_2,-58449.06640625,-170912.828125
2BHU_A_3VGG_A_1_5,-59038.8359375,-201143.28125
2BHU_A_1EH9_A_3_5,-58091.53515625,-180091.890625
2BHU_A_3VGG_A_2_2,-59130.17578125,-210394.40625
2BHU_A_3VGD_A_1_4,-58863.75390625,-143351.5
2BHU_A_3VGE_A_1_3,-57526.82421875,-166963.765625
1R6D_A_1G1A_A_1_5,-34554.6796875,-153565.984375
1R6D_A_2P5U_A_2_3,-34040.01171875,-143922.90625
1R6D_A_5GY7_A_3_4,-34754.75390625,-112100.0234375
1R6D_A_1GY8_A_3_4,-32630.00390625,-118343.0078125
1R6D_A_1HZJ_A_2_2,-32402.42578125,-85113.7421875
1R6D_A_4LK3_A_2_1,-32168.4921875,-125640.78125
1R6D_A_1LRJ_A_3_3,-33878.25,-113741.1640625
1R6D_A_2C20_A_2_3,-33458.4921875,-98959.3671875
1R6D_A_6K0I_A_3_4,-33498.203125,-101302.875
1R6D_A_2P5U_A_2_2,-33412.734375,-119473.7109375
1R6D_A_6WJB_A_2_1,-32868.9296875,-108843.1640625
1R6D_A_7KN1_A_3_3,-32610.2890625,-126297.5234375
1R6D_A_1HZJ_A_3_5,-33280.2265625,-105589.078125
1R6D_A_5GY7_A_3_1,-34372.41015625,-106458.53125
1R6D_A_1KEP_A_1_2,-37534.5390625,-187909.421875
1R6D_A_1G1A_A_1_4,-34414.56640625,-152547.09375
1R6D_A_1KEP_A_2_5,-37199.109375,-184028.8125
1R6D_A_2HUN_A_2_2,-36129.046875,-176537.8125
1R6D_A_1HZJ_A_2_1,-32867.12109375,-95731.515625
1R6D_A_2HUN_A_2_1,-36523.27734375,-182489.03125
1R6D_A_1G1A_A_1_1,-34562.859375,-158772.28125
1R6D_A_1KEP_A_3_2,-37335.24609375,-187060.828125
1R6D_A_1Z45_A_3_5,-32942.48828125,-91482.4140625
1R6D_A_1LRK_A_3_5,-33964.23828125,-127189.3828125
1R6D_A_6K0I_A_3_1,-32809.45703125,-92012.53125
1R6D_A_6BI4_A_1_2,-36296.22265625,-175072.328125
1R6D_A_4LK3_A_2_3,-32359.099609375,-121477.578125
1R6D_A_2PK3_A_3_1,-32283.765625,-114172.40625
1R6D_A_6LTT_A_1_1,-33715.625,-115502.828125
1R6D_A_6BI4_A_2_2,-36605.75390625,-179309.25
1R6D_A_1KVS_A_2_5,-33093.39453125,-97886.6484375
1R6D_A_3EHE_A_3_1,-32699.3046875,-131154.875
1R6D_A_6DNT_A_1_4,-33566.99609375,-132985.453125
1R6D_A_1KEP_A_2_3,-37076.04296875,-192683.796875
1R6D_A_6BI4_A_1_1,-36309.0078125,-178065.84375
1R6D_A_1GY8_A_3_5,-32670.146484375,-111317.7734375
1R6D_A_4LIS_A_3_4,-32982.14453125,-89770.78125
1R6D_A_6KV9_A_3_5,-32687.6640625,-109510.2421875
1R6D_A_6ZL6_A_3_3,-33559.7890625,-137025.453125
1R6D_A_6DNT_A_1_3,-33518.98046875,-133029.90625
1R6D_A_1BXK_A_2_1,-34833.76953125,-111481.9140625
1R6D_A_2P5U_A_2_1,-34004.37109375,-137519.546875
1R6D_A_1BXK_A_1_5,-34475.73828125,-157824.8125
1R6D_A_2HUN_A_2_3,-36463.640625,-177116.8125
1R6D_A_1KEP_A_3_1,-37214.6640625,-184776.59375
1R6D_A_6BWL_A_2_3,-34087.875,-136548.875
1R6D_A_1KVS_A_2_3,-33617.47265625,-122696.375
1R6D_A_6KV9_A_3_3,-33490.22265625,-123484.3828125
1R6D_A_6ZLJ_A_2_2,-33721.3046875,-142806.40625
1R6D_A_6DNT_A_1_2,-33666.59765625,-121479.2578125
1R6D_A_6ZL6_A_1_5,-33571.53125,-137220.40625
1R6D_A_1HZJ_A_2_4,-33068.14453125,-92544.3046875
1R6D_A_3ICP_A_3_3,-31452.25,-96345.7421875
1R6D_A_4ZRM_A_2_2,-34116.53515625,-134072.546875
1R6D_A_1KVS_A_3_2,-33670.33984375,-101977.9375
1R6D_A_1G1A_A_1_3,-34636.390625,-156479.578125
1R6D_A_3RUC_A_2_4,-32101.828125,-116223.375
1R6D_A_1KEP_A_1_3,-37433.4765625,-180617.765625
1R6D_A_2HUN_A_1_1,-36409.50390625,-167467.15625
1R6D_A_6ZLJ_A_2_3,-32993.40234375,-118864.890625
1R6D_A_1LRJ_A_2_4,-32702.837890625,-98979.9453125
1R6D_A_1LRK_A_3_4,-33684.75,-108255.6328125
1R6D_A_6VLO_A_1_1,-33874.23046875,-134377.6875
1R6D_A_1HZJ_A_3_1,-33408.828125,-104504.625
1R6D_A_4ZRM_A_2_4,-33939.0859375,-143179.234375
1R6D_A_6ZLJ_A_2_4,-33466.76953125,-135364.25
1R6D_A_6ZL6_A_2_3,-33742.5703125,-148483.71875
1R6D_A_6ZL6_A_1_1,-33448.6171875,-129977.84375
1R6D_A_6KV9_A_3_2,-32650.279296875,-127148.609375
1R6D_A_1UDC_A_2_1,-34351.08984375,-126312.625
1R6D_A_6ZLJ_A_3_1,-34126.6953125,-142484.796875
1R6D_A_6LTT_A_1_2,-33663.6796875,-109119.8671875
1R6D_A_4ZRM_A_2_5,-34525.625,-140033.765625
1R6D_A_1SB8_A_2_4,-33442.9296875,-126762.671875
1R6D_A_3EHE_A_3_4,-32736.828125,-113119.59375
1R6D_A_6K0I_A_3_2,-33023.55078125,-91079.5234375
1R6D_A_3ICP_A_3_1,-31624.615234375,-90169.6171875
1R6D_A_1UDC_A_2_5,-33700.78515625,-106634.8515625
1R6D_A_1HZJ_A_3_4,-33317.23828125,-110209.2734375
1R6D_A_2P5U_A_2_5,-33664.0859375,-131997.6875
1R6D_A_1UDC_A_3_5,-34442.75,-125991.8984375
1R6D_A_1UDC_A_3_2,-33545.44140625,-98507.3671875
1R6D_A_6DNT_A_1_5,-33242.44140625,-126078.3125
1R6D_A_6ZL6_A_1_2,-33582.3984375,-141450.015625
1R6D_A_6VLO_A_1_4,-34309.34765625,-141882.828125
1R6D_A_6ZL6_A_3_1,-33548.5625,-133906.921875
1R6D_A_1LRJ_A_2_1,-33748.08984375,-101603.4765625
1R6D_A_4LK3_A_2_5,-32115.720703125,-116296.1875
1R6D_A_1UDC_A_3_1,-33748.16015625,-114394.21875
1R6D_A_1BXK_A_2_3,-34657.19140625,-124776.7890625
1R6D_A_2HUN_A_1_5,-36387.55078125,-175216.765625
1R6D_A_6WJB_A_2_4,-32796.6796875,-100029.734375
1R6D_A_4ZRM_A_3_2,-34248.09765625,-138995.0625
1R6D_A_1LRK_A_3_2,-33605.79296875,-102449.5390625
1R6D_A_1LRK_A_3_1,-34351.328125,-123047.953125
1R6D_A_6LTT_A_1_3,-34086.8125,-107895.6484375
1R6D_A_6PMH_A_2_5,-33357.51171875,-116847.6171875
1R6D_A_6BI4_A_2_4,-36474.07421875,-174906.765625
1R6D_A_6K0I_A_3_3,-33667.21484375,-102264.171875
1R6D_A_1Z45_A_3_1,-33147.89453125,-82670.34375
1R6D_A_4ZRM_A_3_1,-34086.1484375,-138174.34375
1R6D_A_1UDC_A_3_3,-34594.1328125,-126944.1640625
1R6D_A_1BXK_A_2_4,-35420.31640625,-128513.1875
1R6D_A_6K0I_A_3_5,-32912.765625,-80177.65625
1R6D_A_4ZRM_A_1_5,-33679.37109375,-151557.78125
1R6D_A_1SB8_A_2_3,-33431.76171875,-129654.65625
1R6D_A_5U4Q_A_3_1,-31398.58984375,-121183.390625
1R6D_A_6BI4_A_1_4,-36653.69140625,-187690.140625
1R6D_A_3EHE_A_3_5,-32019.609375,-109804.7421875
1R6D_A_1KVS_A_2_1,-33248.24609375,-99248.8515625
1R6D_A_2HUN_A_2_4,-36356.8828125,-186400.140625
1R6D_A_6PMH_A_2_3,-34428.453125,-113599.2890625
1R6D_A_6ZL6_A_2_1,-34200.4609375,-145915.078125
1R6D_A_1KEP_A_1_5,-37571.14453125,-185536.890625
1R6D_A_4LIS_A_3_2,-32791.125,-87900.2421875
1R6D_A_2C20_A_2_2,-33265.88671875,-85086.71875
1R6D_A_1SB8_A_2_5,-33431.93359375,-119089.6640625
1R6D_A_7KN1_A_3_1,-32509.5703125,-124910.9140625
1R6D_A_6ZL6_A_1_4,-33063.3359375,-123872.7421875
1R6D_A_1KVS_A_3_3,-34129.4453125,-111664.59375
1R6D_A_3RUC_A_2_3,-32824.6796875,-121419.6875
1R6D_A_6BWL_A_2_5,-34097.4921875,-135368.703125
1R6D_A_6ZLJ_A_3_4,-33418.359375,-142060.203125
1R6D_A_1KEP_A_2_2,-37406.87109375,-188685.265625
1R6D_A_2PK3_A_3_2,-32976.16796875,-127505.4140625
1R6D_A_2HUN_A_2_5,-36163.08984375,-179701.625
1R6D_A_2C20_A_2_5,-32698.232421875,-63556.9375
1R6D_A_6ZL6_A_1_3,-33295.2265625,-134350.453125
1R6D_A_1BXK_A_1_3,-34542.203125,-158050.421875
1R6D_A_4ZRM_A_1_2,-33961.66796875,-130813.28125
1R6D_A_3EHE_A_3_3,-32775.8125,-119445.25
1R6D_A_1UDC_A_2_2,-33745.78515625,-126110.8671875
1R6D_A_6ZL6_A_2_2,-33408.5625,-134901.234375
1R6D_A_1HZJ_A_3_2,-33461.37890625,-109963.8671875
1R6D_A_3RUC_A_2_1,-32894.5625,-124330.9921875
1R6D_A_1HZJ_A_2_3,-32306.00390625,-81348.34375
1R6D_A_6BWL_A_2_2,-33135.25,-114831.3671875
1R6D_A_1BXK_A_1_1,-34459.69140625,-157631.15625
1R6D_A_6BI4_A_2_3,-36534.9453125,-170866.578125
1R6D_A_3RUC_A_2_5,-33530.1171875,-131458.0
1R6D_A_1BXK_A_1_4,-34421.58984375,-149917.34375
1R6D_A_6ZLJ_A_2_5,-33622.23046875,-139446.78125
1R6D_A_2P5U_A_2_4,-33631.2109375,-146283.859375
1R6D_A_2HUN_A_1_2,-36180.9375,-166281.4375
1R6D_A_1Z45_A_3_4,-33555.23828125,-102117.421875
1R6D_A_1SB8_A_2_1,-33609.25,-114710.109375
1R6D_A_2C20_A_2_4,-33353.0859375,-109498.375
1R6D_A_6BI4_A_2_5,-36658.109375,-182793.609375
1R6D_A_6ZLJ_A_3_5,-33716.359375,-140827.6875
1R6D_A_1UDC_A_2_4,-32830.12890625,-94493.3046875
4JN7_A_2QQ6_A_1_5,-37928.1015625,-108824.1875
4JN7_A_3TJI_A_3_5,-43143.46875,-141236.53125
4JN7_A_4E4U_A_1_1,-40746.89453125,-100670.9921875
4JN7_A_2OX4_A_1_3,-42381.7265625,-157373.890625
4JN7_A_3S47_A_3_5,-40830.41015625,-105924.8203125
4JN7_A_3GY1_A_2_4,-42025.1875,-108098.765625
4JN7_A_4F4R_A_2_5,-42791.00390625,-127781.2578125
4JN7_A_3TW9_A_3_5,-42835.046875,-127080.0546875
4JN7_A_3RCY_A_1_5,-39510.8359375,-110211.234375
4JN7_A_2OX4_A_1_1,-41916.28125,-152793.296875
4JN7_A_3V3W_A_2_5,-42373.34765625,-128699.0859375
4JN7_A_2GL5_A_1_3,-41612.39453125,-92608.40625
4JN7_A_3S47_A_2_5,-42032.7265625,-123699.3515625
4JN7_A_3RR1_A_1_1,-42189.3828125,-126668.8828125
4JN7_A_4J3Z_A_1_4,-42182.6796875,-122168.484375
4JN7_A_2GL5_A_1_4,-42646.8671875,-128060.4375
4JN7_A_3THU_A_2_2,-41756.734375,-66887.8671875
4JN7_A_4E4U_A_1_2,-40768.109375,-94157.0859375
4JN7_A_3T4W_A_1_5,-38282.70703125,-119625.15625
4JN7_A_3TW9_A_3_1,-42786.1484375,-121025.234375
4JN7_A_4HNL_A_3_3,-41671.1015625,-129815.8671875
4JN7_A_4F4R_A_2_1,-42758.0546875,-151026.234375
4JN7_A_3S47_A_3_2,-41277.9296875,-128243.40625
4JN7_A_3SJN_A_3_5,-42849.26171875,-118528.0703125
4JN7_A_2QQ6_A_1_1,-37224.79296875,-111529.7890625
4JN7_A_3VCN_A_2_1,-42640.7265625,-133069.515625
4JN7_A_3T6C_A_3_4,-43298.59375,-134703.40625
4JN7_A_4FI4_A_3_1,-42384.7421875,-135869.484375
4JN7_A_4FI4_A_3_4,-42000.41796875,-114802.3515625
4JN7_A_3RCY_A_1_1,-39328.3125,-93956.7734375
4JN7_A_4GME_A_2_4,-42988.37890625,-125800.9375
4JN7_A_4GGB_A_3_1,-41038.4921875,-81466.28125
4JN7_A_3R25_A_3_3,-42554.4296875,-127388.0
4JN7_A_4GGH_A_2_1,-40221.66015625,-110280.359375
4JN7_A_2POZ_A_1_4,-42192.23046875,-150112.09375
4JN7_A_4E4U_A_1_4,-40350.7890625,-97824.8671875
4JN7_A_4HNL_A_3_4,-41812.08203125,-116997.5625
4JN7_A_3SSZ_A_3_4,-41143.953125,-103881.8984375
4JN7_A_3VCN_A_2_5,-42420.1171875,-110427.265625
4JN7_A_3VCN_A_2_2,-42908.0,-127621.96875
4JN7_A_4E4F_A_2_4,-42779.515625,-141982.609375
4JN7_A_3V3W_A_2_4,-42942.7734375,-136378.546875
4JN7_A_2POZ_A_1_1,-42509.921875,-137569.703125
4JN7_A_3TJI_A_3_4,-42670.33984375,-140361.21875
4JN7_A_4GME_A_3_2,-43184.75390625,-125977.234375
4JN7_A_4GGB_A_3_5,-40352.28515625,-65090.96875
4JN7_A_4GME_A_2_2,-43135.96875,-117762.984375
4JN7_A_3T6C_A_3_3,-42841.5,-135419.1875
4JN7_A_4IHC_A_2_5,-42774.78515625,-114529.890625
4JN7_A_4F4R_A_3_3,-42755.8203125,-138211.9375
4JN7_A_2O56_A_1_2,-39357.125,-97730.125
4JN7_A_4GGH_A_2_4,-41438.3046875,-129042.359375
4JN7_A_4HNL_A_3_2,-42427.26953125,-120281.3359375
4JN7_A_4J3Z_A_1_5,-42189.71875,-127698.921875
4JN7_A_3T6C_A_3_1,-42962.90625,-123639.2578125
4JN7_A_3OW1_A_3_4,-42670.08984375,-139033.671875
4JN7_A_3TJI_A_3_3,-43217.28515625,-132484.09375
4JN7_A_3SSZ_A_3_1,-41437.04296875,-117726.3828125
4JN7_A_3THU_A_2_4,-40702.05859375,-53260.58984375
